full_name,stars,forks,language,created_at,default_branch,bucket_label,html_url
Significant-Gravitas/AutoGPT,180894,46253,Python,2023-03-16T09:21:07Z,master,10001+,https://github.com/Significant-Gravitas/AutoGPT
langflow-ai/langflow,142928,8253,Python,2023-02-08T22:28:03Z,main,10001+,https://github.com/langflow-ai/langflow
langgenius/dify,124953,19422,Python,2023-04-12T07:40:24Z,main,10001+,https://github.com/langgenius/dify
deepseek-ai/DeepSeek-V3,100994,16454,Python,2024-12-26T09:52:40Z,main,10001+,https://github.com/deepseek-ai/DeepSeek-V3
comfyanonymous/ComfyUI,99252,11269,Python,2023-01-17T03:15:56Z,master,10001+,https://github.com/comfyanonymous/ComfyUI
microsoft/markitdown,85008,4901,Python,2024-11-13T19:56:40Z,main,10001+,https://github.com/microsoft/markitdown
hacksider/Deep-Live-Cam,76822,11244,Python,2023-09-24T13:19:31Z,main,10001+,https://github.com/hacksider/Deep-Live-Cam
browser-use/browser-use,74726,8925,Python,2024-10-31T16:00:56Z,main,10001+,https://github.com/browser-use/browser-use
abi/screenshot-to-code,71330,8812,Python,2023-11-14T17:53:32Z,main,10001+,https://github.com/abi/screenshot-to-code
infiniflow/ragflow,71012,7756,Python,2023-12-12T06:13:13Z,main,10001+,https://github.com/infiniflow/ragflow
binary-husky/gpt_academic,69929,8399,Python,2023-03-20T09:05:13Z,master,10001+,https://github.com/binary-husky/gpt_academic
vllm-project/vllm,66971,12421,Python,2023-02-09T11:23:20Z,main,10001+,https://github.com/vllm-project/vllm
OpenHands/OpenHands,66299,8202,Python,2024-03-13T03:33:31Z,main,10001+,https://github.com/OpenHands/OpenHands
hiyouga/LlamaFactory,65039,7896,Python,2023-05-28T10:09:12Z,main,10001+,https://github.com/hiyouga/LlamaFactory
FoundationAgents/MetaGPT,62544,7839,Python,2023-06-30T09:04:55Z,main,10001+,https://github.com/FoundationAgents/MetaGPT
openinterpreter/open-interpreter,61474,5270,Python,2023-07-14T07:10:44Z,main,10001+,https://github.com/openinterpreter/open-interpreter
github/spec-kit,60434,5256,Python,2025-08-21T22:54:31Z,main,10001+,https://github.com/github/spec-kit
meta-llama/llama,59024,9810,Python,2023-02-14T09:29:12Z,main,10001+,https://github.com/meta-llama/llama
zylon-ai/private-gpt,57017,7596,Python,2023-05-02T09:15:31Z,main,10001+,https://github.com/zylon-ai/private-gpt
AntonOsika/gpt-engineer,55165,7345,Python,2023-04-29T12:52:15Z,main,10001+,https://github.com/AntonOsika/gpt-engineer
RVC-Boss/GPT-SoVITS,53847,5899,Python,2024-01-14T18:05:21Z,main,10001+,https://github.com/RVC-Boss/GPT-SoVITS
opendatalab/MinerU,51639,4296,Python,2024-02-29T08:52:34Z,master,10001+,https://github.com/opendatalab/MinerU
xai-org/grok-1,50574,8368,Python,2024-03-17T08:53:38Z,main,10001+,https://github.com/xai-org/grok-1
unslothai/unsloth,50419,4166,Python,2023-11-29T16:50:09Z,main,10001+,https://github.com/unslothai/unsloth
Zie619/n8n-workflows,49284,5865,Python,2025-05-14T08:43:59Z,main,10001+,https://github.com/Zie619/n8n-workflows
docling-project/docling,49215,3422,Python,2024-07-09T07:50:26Z,main,10001+,https://github.com/docling-project/docling
harry0703/MoneyPrinterTurbo,48778,6899,Python,2024-03-11T02:57:34Z,main,10001+,https://github.com/harry0703/MoneyPrinterTurbo
lllyasviel/Fooocus,47442,7733,Python,2023-08-09T18:43:40Z,main,10001+,https://github.com/lllyasviel/Fooocus
mem0ai/mem0,45063,4913,Python,2023-06-20T08:58:36Z,main,10001+,https://github.com/mem0ai/mem0
virattt/ai-hedge-fund,44932,7885,Python,2024-11-29T16:30:01Z,main,10001+,https://github.com/virattt/ai-hedge-fund
sansan0/TrendRadar,42449,21306,Python,2025-04-28T11:42:16Z,master,10001+,https://github.com/sansan0/TrendRadar
crewAIInc/crewAI,42319,5670,Python,2023-10-27T03:26:59Z,main,10001+,https://github.com/crewAIInc/crewAI
zai-org/ChatGLM-6B,41220,5223,Python,2023-03-13T12:00:18Z,main,10001+,https://github.com/zai-org/ChatGLM-6B
karpathy/nanochat,39814,5087,Python,2025-10-13T13:46:35Z,master,10001+,https://github.com/karpathy/nanochat
exo-explore/exo,39562,2678,Python,2024-06-24T18:36:22Z,main,10001+,https://github.com/exo-explore/exo
lm-sys/FastChat,39348,4779,Python,2023-03-19T00:18:02Z,main,10001+,https://github.com/lm-sys/FastChat
QuivrHQ/quivr,38771,3705,Python,2023-05-12T23:53:30Z,main,10001+,https://github.com/QuivrHQ/quivr
chatchat-space/Langchain-Chatchat,36998,6108,Python,2023-03-31T12:12:45Z,master,10001+,https://github.com/chatchat-space/Langchain-Chatchat
jingyaogong/minimind,36695,4344,Python,2024-07-27T04:34:12Z,master,10001+,https://github.com/jingyaogong/minimind
XingangPan/DragGAN,35995,3446,Python,2023-05-18T10:08:02Z,main,10001+,https://github.com/XingangPan/DragGAN
myshell-ai/OpenVoice,35756,3985,Python,2023-11-29T12:17:01Z,main,10001+,https://github.com/myshell-ai/OpenVoice
anthropics/skills,34519,3117,Python,2025-09-22T15:53:31Z,main,10001+,https://github.com/anthropics/skills
chenfei-wu/TaskMatrix,34306,3262,Python,2023-03-02T09:04:28Z,main,10001+,https://github.com/chenfei-wu/TaskMatrix
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,33794,4808,Python,2023-03-27T09:59:10Z,main,10001+,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI
Pythagora-io/gpt-pilot,33719,3494,Python,2023-08-16T11:56:07Z,main,10001+,https://github.com/Pythagora-io/gpt-pilot
lllyasviel/ControlNet,33520,2996,Python,2023-02-01T02:43:30Z,main,10001+,https://github.com/lllyasviel/ControlNet
BerriAI/litellm,33389,5244,Python,2023-07-27T00:09:52Z,main,10001+,https://github.com/BerriAI/litellm
stanfordnlp/dspy,31276,2523,Python,2023-01-09T21:01:51Z,main,10001+,https://github.com/stanfordnlp/dspy
PDFMathTranslate/PDFMathTranslate,31083,2791,Python,2024-09-06T06:56:03Z,main,10001+,https://github.com/PDFMathTranslate/PDFMathTranslate
s0md3v/roop,30463,6916,Python,2023-05-28T14:37:54Z,main,10001+,https://github.com/s0md3v/roop
tatsu-lab/stanford_alpaca,30269,4027,Python,2023-03-10T23:33:09Z,main,10001+,https://github.com/tatsu-lab/stanford_alpaca
microsoft/graphrag,30170,3183,Python,2024-03-27T17:57:52Z,main,10001+,https://github.com/microsoft/graphrag
feder-cr/Jobs_Applier_AI_Agent_AIHawk,29235,4439,Python,2024-08-04T12:15:06Z,main,10001+,https://github.com/feder-cr/Jobs_Applier_AI_Agent_AIHawk
OpenBMB/ChatDev,28022,3538,Python,2023-08-28T02:18:13Z,main,10001+,https://github.com/OpenBMB/ChatDev
svc-develop-team/so-vits-svc,27910,5078,Python,2023-03-10T09:31:09Z,4.1-Stable,10001+,https://github.com/svc-develop-team/so-vits-svc
stanford-oval/storm,27772,2527,Python,2024-03-24T16:23:39Z,main,10001+,https://github.com/stanford-oval/storm
TauricResearch/TradingAgents,27587,5241,Python,2024-12-28T03:31:08Z,main,10001+,https://github.com/TauricResearch/TradingAgents
Stability-AI/generative-models,26782,3020,Python,2023-06-22T00:36:35Z,main,10001+,https://github.com/Stability-AI/generative-models
facefusion/facefusion,26302,4211,Python,2023-08-17T19:59:55Z,master,10001+,https://github.com/facefusion/facefusion
QwenLM/Qwen3,26054,1829,Python,2024-02-05T05:45:08Z,main,10001+,https://github.com/QwenLM/Qwen3
huggingface/open-r1,25788,2406,Python,2025-01-24T15:44:11Z,main,10001+,https://github.com/huggingface/open-r1
Vision-CAIR/MiniGPT-4,25767,2926,Python,2023-04-15T22:17:09Z,main,10001+,https://github.com/Vision-CAIR/MiniGPT-4
microsoft/BitNet,25388,2019,Python,2024-08-05T09:07:38Z,main,10001+,https://github.com/microsoft/BitNet
black-forest-labs/flux,25017,1833,Python,2024-08-01T09:04:19Z,main,10001+,https://github.com/black-forest-labs/flux
huggingface/smolagents,24763,2241,Python,2024-12-05T11:28:04Z,main,10001+,https://github.com/huggingface/smolagents
assafelovic/gpt-researcher,24751,3271,Python,2023-05-12T10:33:54Z,master,10001+,https://github.com/assafelovic/gpt-researcher
microsoft/JARVIS,24510,2050,Python,2023-03-30T02:57:12Z,main,10001+,https://github.com/microsoft/JARVIS
Fosowl/agenticSeek,24309,2672,Python,2025-02-19T18:03:06Z,main,10001+,https://github.com/Fosowl/agenticSeek
haotian-liu/LLaVA,24264,2695,Python,2023-04-17T16:13:11Z,main,10001+,https://github.com/haotian-liu/LLaVA
langchain-ai/langgraph,22999,4043,Python,2023-08-09T18:33:12Z,main,10001+,https://github.com/langchain-ai/langgraph
sinaptik-ai/pandas-ai,22956,2250,Python,2023-04-22T12:58:01Z,main,10001+,https://github.com/sinaptik-ai/pandas-ai
deepseek-ai/DeepSeek-Coder,22589,2699,Python,2023-10-20T06:38:01Z,main,10001+,https://github.com/deepseek-ai/DeepSeek-Coder
OpenBMB/MiniCPM-V,22579,1706,Python,2024-01-29T05:30:33Z,main,10001+,https://github.com/OpenBMB/MiniCPM-V
sgl-project/sglang,22209,3967,Python,2024-01-08T04:15:52Z,main,10001+,https://github.com/sgl-project/sglang
ScrapeGraphAI/Scrapegraph-ai,22168,1928,Python,2024-01-27T16:54:38Z,main,10001+,https://github.com/ScrapeGraphAI/Scrapegraph-ai
vanna-ai/vanna,22144,2123,Python,2023-05-13T17:26:28Z,main,10001+,https://github.com/vanna-ai/vanna
yoheinakajima/babyagi,22062,2856,Python,2023-04-03T00:40:27Z,main,10001+,https://github.com/yoheinakajima/babyagi
PromtEngineer/localGPT,22046,2454,Python,2023-05-24T05:32:40Z,main,10001+,https://github.com/PromtEngineer/localGPT
mlc-ai/mlc-llm,21836,1895,Python,2023-04-29T01:59:25Z,main,10001+,https://github.com/mlc-ai/mlc-llm
jlowin/fastmcp,21738,1632,Python,2024-11-30T01:47:40Z,main,10001+,https://github.com/jlowin/fastmcp
getzep/graphiti,21669,2110,Python,2024-08-08T22:08:30Z,main,10001+,https://github.com/getzep/graphiti
zai-org/Open-AutoGLM,20975,3368,Python,2025-12-08T09:23:44Z,main,10001+,https://github.com/zai-org/Open-AutoGLM
modelcontextprotocol/python-sdk,20972,2968,Python,2024-09-24T21:01:35Z,main,10001+,https://github.com/modelcontextprotocol/python-sdk
resemble-ai/chatterbox,20849,2706,Python,2025-04-23T08:16:38Z,master,10001+,https://github.com/resemble-ai/chatterbox
huggingface/lerobot,20738,3430,Python,2024-01-26T15:50:41Z,main,10001+,https://github.com/huggingface/lerobot
letta-ai/letta,20532,2139,Python,2023-10-11T07:38:37Z,main,10001+,https://github.com/letta-ai/letta
google/langextract,20310,1420,Python,2025-07-08T20:46:06Z,main,10001+,https://github.com/google/langextract
SYSTRAN/faster-whisper,20211,1686,Python,2023-02-11T09:17:27Z,master,10001+,https://github.com/SYSTRAN/faster-whisper
QwenLM/Qwen,20093,1684,Python,2023-08-03T04:56:38Z,main,10001+,https://github.com/QwenLM/Qwen
microsoft/VibeVoice,20019,2208,Python,2025-08-25T13:24:01Z,main,10001+,https://github.com/microsoft/VibeVoice
1Panel-dev/MaxKB,19732,2573,Python,2023-09-14T02:05:12Z,v2,10001+,https://github.com/1Panel-dev/MaxKB
openai/gpt-oss,19558,2010,Python,2025-06-23T16:43:33Z,main,10001+,https://github.com/openai/gpt-oss
hesreallyhim/awesome-claude-code,19541,1106,Python,2025-04-19T20:55:59Z,main,10001+,https://github.com/hesreallyhim/awesome-claude-code
stitionai/devika,19482,2605,Python,2024-03-21T03:03:21Z,main,10001+,https://github.com/stitionai/devika
kaixindelele/ChatPaper,19202,1951,Python,2023-03-08T14:53:43Z,main,10001+,https://github.com/kaixindelele/ChatPaper
nari-labs/dia,19017,1659,Python,2025-04-19T07:15:57Z,main,10001+,https://github.com/nari-labs/dia
bytedance/deer-flow,18983,2386,Python,2025-05-07T02:50:19Z,main,10001+,https://github.com/bytedance/deer-flow
camel-ai/owl,18603,2155,Python,2025-03-03T15:42:51Z,main,10001+,https://github.com/camel-ai/owl
usestrix/strix,18588,1927,Python,2025-08-05T21:28:30Z,main,10001+,https://github.com/usestrix/strix
marimo-team/marimo,18232,854,Python,2023-08-14T18:56:20Z,main,10001+,https://github.com/marimo-team/marimo
openai/openai-agents-python,18199,3037,Python,2025-03-11T03:42:36Z,main,10001+,https://github.com/openai/openai-agents-python
SWE-agent/SWE-agent,18189,1944,Python,2024-04-02T04:09:47Z,main,10001+,https://github.com/SWE-agent/SWE-agent
oraios/serena,18180,1247,Python,2025-03-23T22:35:24Z,main,10001+,https://github.com/oraios/serena
volcengine/verl,18100,2967,Python,2024-10-31T06:11:15Z,main,10001+,https://github.com/volcengine/verl
eosphoros-ai/DB-GPT,17929,2516,Python,2023-04-13T14:52:43Z,main,10001+,https://github.com/eosphoros-ai/DB-GPT
Mikubill/sd-webui-controlnet,17868,2027,Python,2023-02-12T16:26:27Z,main,10001+,https://github.com/Mikubill/sd-webui-controlnet
deepseek-ai/Janus,17663,2237,Python,2024-10-18T03:48:16Z,main,10001+,https://github.com/deepseek-ai/Janus
KlingTeam/LivePortrait,17564,1824,Python,2024-07-03T16:15:03Z,main,10001+,https://github.com/KlingTeam/LivePortrait
index-tts/index-tts,17531,2144,Python,2025-02-06T04:08:05Z,main,10001+,https://github.com/index-tts/index-tts
openai/evals,17524,2860,Python,2023-01-23T20:51:04Z,main,10001+,https://github.com/openai/evals
emcie-co/parlant,17356,1467,Python,2024-02-15T20:16:15Z,develop,10001+,https://github.com/emcie-co/parlant
comet-ml/opik,17169,1274,Python,2023-05-10T12:57:13Z,main,10001+,https://github.com/comet-ml/opik
TransformerOptimus/SuperAGI,17040,2149,Python,2023-05-13T08:55:24Z,main,10001+,https://github.com/TransformerOptimus/SuperAGI
onyx-dot-app/onyx,16992,2274,Python,2023-04-27T06:04:01Z,main,10001+,https://github.com/onyx-dot-app/onyx
google/adk-python,16965,2728,Python,2025-04-01T20:44:40Z,main,10001+,https://github.com/google/adk-python
state-spaces/mamba,16887,1561,Python,2023-12-01T01:17:39Z,main,10001+,https://github.com/state-spaces/mamba
allenai/olmocr,16600,1305,Python,2024-09-17T14:53:40Z,main,10001+,https://github.com/allenai/olmocr
DrewThomasson/ebook2audiobook,16508,1331,Python,2024-01-22T23:49:55Z,main,10001+,https://github.com/DrewThomasson/ebook2audiobook
meta-llama/codellama,16366,1943,Python,2023-08-24T14:25:15Z,main,10001+,https://github.com/meta-llama/codellama
kvcache-ai/ktransformers,16321,1198,Python,2024-07-26T07:18:28Z,main,10001+,https://github.com/kvcache-ai/ktransformers
astral-sh/ty,16192,181,Python,2025-05-02T16:37:51Z,main,10001+,https://github.com/astral-sh/ty
xming521/WeClone,16154,1298,Python,2024-01-31T05:11:12Z,master,10001+,https://github.com/xming521/WeClone
raga-ai-hub/RagaAI-Catalyst,16094,3683,Python,2024-08-26T12:13:15Z,main,10001+,https://github.com/raga-ai-hub/RagaAI-Catalyst
jianchang512/pyvideotrans,15730,1853,Python,2023-10-02T16:13:19Z,main,10001+,https://github.com/jianchang512/pyvideotrans
zai-org/ChatGLM2-6B,15686,1836,Python,2023-06-24T06:21:34Z,main,10001+,https://github.com/zai-org/ChatGLM2-6B
Kanaries/pygwalker,15553,854,Python,2023-02-16T05:17:24Z,main,10001+,https://github.com/Kanaries/pygwalker
Huanshere/VideoLingo,15551,1602,Python,2024-08-09T11:19:52Z,main,10001+,https://github.com/Huanshere/VideoLingo
suitenumerique/docs,15438,498,Python,2024-01-09T14:17:32Z,main,10001+,https://github.com/suitenumerique/docs
browser-use/web-ui,15405,2668,Python,2025-01-02T01:29:44Z,main,10001+,https://github.com/browser-use/web-ui
GaiZhenbiao/ChuanhuChatGPT,15404,2265,Python,2023-03-02T13:37:13Z,main,10001+,https://github.com/GaiZhenbiao/ChuanhuChatGPT
Wan-Video/Wan2.1,15063,2254,Python,2025-02-25T11:49:33Z,main,10001+,https://github.com/Wan-Video/Wan2.1
mindverse/Second-Me,14964,1156,Python,2025-03-16T04:06:05Z,master,10001+,https://github.com/mindverse/Second-Me
ahujasid/blender-mcp,14846,1430,Python,2025-03-07T09:58:58Z,main,10001+,https://github.com/ahujasid/blender-mcp
QwenLM/Qwen3-Coder,14813,1031,Python,2024-04-16T11:49:01Z,main,10001+,https://github.com/QwenLM/Qwen3-Coder
LlamaFamily/Llama-Chinese,14754,1305,Python,2023-07-19T04:45:23Z,main,10001+,https://github.com/LlamaFamily/Llama-Chinese
datawhalechina/hello-agents,14737,1575,Python,2025-09-07T09:50:24Z,main,10001+,https://github.com/datawhalechina/hello-agents
hsliuping/TradingAgents-CN,14504,3197,Python,2025-06-26T07:45:09Z,main,10001+,https://github.com/hsliuping/TradingAgents-CN
llmware-ai/llmware,14462,2968,Python,2023-09-29T15:19:06Z,main,10001+,https://github.com/llmware-ai/llmware
SesameAILabs/csm,14423,1463,Python,2025-02-26T15:38:54Z,main,10001+,https://github.com/SesameAILabs/csm
pydantic/pydantic-ai,14164,1521,Python,2024-06-21T15:55:04Z,main,10001+,https://github.com/pydantic/pydantic-ai
SWivid/F5-TTS,13897,2047,Python,2024-10-08T13:36:55Z,main,10001+,https://github.com/SWivid/F5-TTS
netease-youdao/QAnything,13812,1328,Python,2024-01-03T03:24:18Z,qanything-v2,10001+,https://github.com/netease-youdao/QAnything
zai-org/ChatGLM3,13752,1609,Python,2023-10-26T06:22:47Z,main,10001+,https://github.com/zai-org/ChatGLM3
Wan-Video/Wan2.2,13396,1580,Python,2025-07-28T08:17:01Z,main,10001+,https://github.com/Wan-Video/Wan2.2
AsyncFuncAI/deepwiki-open,13367,1483,Python,2025-04-30T06:01:29Z,main,10001+,https://github.com/AsyncFuncAI/deepwiki-open
andrewyng/aisuite,13315,1371,Python,2024-06-30T20:07:46Z,main,10001+,https://github.com/andrewyng/aisuite
anthropics/claude-quickstarts,13295,2217,Python,2024-08-29T19:52:32Z,main,10001+,https://github.com/anthropics/claude-quickstarts
shareAI-lab/learn-claude-code,13274,3216,Python,2025-06-29T15:34:15Z,main,10001+,https://github.com/shareAI-lab/learn-claude-code
dottxt-ai/outlines,13205,657,Python,2023-03-17T16:01:18Z,main,10001+,https://github.com/dottxt-ai/outlines
Lightning-AI/litgpt,13080,1398,Python,2023-05-04T17:46:11Z,main,10001+,https://github.com/Lightning-AI/litgpt
agent0ai/agent-zero,13063,2564,Python,2024-06-10T09:10:45Z,main,10001+,https://github.com/agent0ai/agent-zero
FujiwaraChoki/MoneyPrinterV2,12943,1233,Python,2024-02-12T11:20:42Z,main,10001+,https://github.com/FujiwaraChoki/MoneyPrinterV2
dabeaz-course/python-mastery,12905,2189,Python,2023-07-17T01:11:15Z,main,10001+,https://github.com/dabeaz-course/python-mastery
QwenLM/Qwen-Agent,12864,1197,Python,2023-09-22T02:24:56Z,main,10001+,https://github.com/QwenLM/Qwen-Agent
ShishirPatil/gorilla,12669,1302,Python,2023-05-19T00:46:45Z,main,10001+,https://github.com/ShishirPatil/gorilla
WEIFENG2333/VideoCaptioner,12644,1010,Python,2024-10-31T03:06:23Z,master,10001+,https://github.com/WEIFENG2333/VideoCaptioner
Jiayi-Pan/TinyZero,12579,1543,Python,2025-01-21T16:49:12Z,main,10001+,https://github.com/Jiayi-Pan/TinyZero
FujiwaraChoki/MoneyPrinter,12371,1587,Python,2024-01-31T18:53:24Z,main,10001+,https://github.com/FujiwaraChoki/MoneyPrinter
smol-ai/developer,12197,1092,Python,2023-05-13T07:19:57Z,main,10001+,https://github.com/smol-ai/developer
facebookresearch/vggt,12146,1289,Python,2025-02-18T18:32:14Z,main,10001+,https://github.com/facebookresearch/vggt
PKU-YuanGroup/Open-Sora-Plan,12112,1070,Python,2024-02-20T14:01:03Z,main,10001+,https://github.com/PKU-YuanGroup/Open-Sora-Plan
567-labs/instructor,12097,914,Python,2023-06-14T10:42:23Z,main,10001+,https://github.com/567-labs/instructor
coleam00/context-engineering-intro,12095,2560,Python,2025-07-02T11:54:47Z,main,10001+,https://github.com/coleam00/context-engineering-intro
vibrantlabsai/ragas,12093,1197,Python,2023-05-08T17:48:04Z,main,10001+,https://github.com/vibrantlabsai/ragas
lllyasviel/stable-diffusion-webui-forge,12032,1403,Python,2024-01-14T11:39:30Z,main,10001+,https://github.com/lllyasviel/stable-diffusion-webui-forge
bentoml/OpenLLM,12029,796,Python,2023-04-19T00:27:52Z,main,10001+,https://github.com/bentoml/OpenLLM
modelscope/ms-swift,11998,1105,Python,2023-08-01T15:06:39Z,main,10001+,https://github.com/modelscope/ms-swift
h2oai/h2ogpt,11986,1312,Python,2023-03-24T21:31:25Z,main,10001+,https://github.com/h2oai/h2ogpt
The-Pocket/PocketFlow-Tutorial-Codebase-Knowledge,11965,1381,Python,2025-04-02T20:56:33Z,main,10001+,https://github.com/The-Pocket/PocketFlow-Tutorial-Codebase-Knowledge
instantX-research/InstantID,11896,876,Python,2023-12-11T13:16:04Z,main,10001+,https://github.com/instantX-research/InstantID
trycua/cua,11660,687,Python,2025-01-31T15:02:49Z,main,10001+,https://github.com/trycua/cua
TheR1D/shell_gpt,11645,938,Python,2023-01-18T19:40:11Z,main,10001+,https://github.com/TheR1D/shell_gpt
MemoriLabs/Memori,11597,819,Python,2025-07-24T07:07:51Z,main,10001+,https://github.com/MemoriLabs/Memori
Tencent-Hunyuan/HunyuanVideo,11564,1165,Python,2024-11-28T08:38:31Z,main,10001+,https://github.com/Tencent-Hunyuan/HunyuanVideo
microsoft/TRELLIS,11508,1067,Python,2024-12-02T05:44:19Z,main,10001+,https://github.com/microsoft/TRELLIS
EmbraceAGI/awesome-chatgpt-zh,11451,936,Python,2023-03-21T02:16:34Z,main,10001+,https://github.com/EmbraceAGI/awesome-chatgpt-zh
tadata-org/fastapi_mcp,11345,888,Python,2025-03-08T11:15:43Z,main,10001+,https://github.com/tadata-org/fastapi_mcp
Chainlit/chainlit,11316,1635,Python,2023-03-14T16:54:04Z,main,10001+,https://github.com/Chainlit/chainlit
THU-MIG/yolov10,11182,1176,Python,2024-05-23T09:15:07Z,main,10001+,https://github.com/THU-MIG/yolov10
Doriandarko/claude-engineer,11150,1160,Python,2024-06-24T16:52:12Z,main,10001+,https://github.com/Doriandarko/claude-engineer
keephq/keep,11097,1139,Python,2023-02-04T18:43:27Z,main,10001+,https://github.com/keephq/keep
myhhub/stock,11071,2243,Python,2023-03-21T01:23:26Z,master,10001+,https://github.com/myhhub/stock
axolotl-ai-cloud/axolotl,11039,1230,Python,2023-04-14T04:25:47Z,main,10001+,https://github.com/axolotl-ai-cloud/axolotl
microsoft/promptflow,10972,1050,Python,2023-06-30T06:03:06Z,main,10001+,https://github.com/microsoft/promptflow
magic-research/magic-animate,10894,1103,Python,2023-11-21T08:33:54Z,main,10001+,https://github.com/magic-research/magic-animate
SparkAudio/Spark-TTS,10885,1165,Python,2025-02-25T01:29:36Z,main,10001+,https://github.com/SparkAudio/Spark-TTS
GreyDGL/PentestGPT,10812,1722,Python,2023-02-27T06:01:53Z,main,10001+,https://github.com/GreyDGL/PentestGPT
topoteretes/cognee,10788,1008,Python,2023-08-16T16:16:33Z,main,10001+,https://github.com/topoteretes/cognee
BeehiveInnovations/pal-mcp-server,10762,913,Python,2025-06-08T15:36:50Z,main,10001+,https://github.com/BeehiveInnovations/pal-mcp-server
GeeeekExplorer/nano-vllm,10608,1350,Python,2025-06-09T16:22:14Z,main,10001+,https://github.com/GeeeekExplorer/nano-vllm
HKUDS/AI-Trader,10604,1747,Python,2025-10-23T12:45:00Z,main,10001+,https://github.com/HKUDS/AI-Trader
cumulo-autumn/StreamDiffusion,10572,819,Python,2023-11-28T13:40:30Z,main,10001+,https://github.com/cumulo-autumn/StreamDiffusion
twitter/the-algorithm-ml,10454,2235,Python,2023-03-27T15:51:49Z,main,10001+,https://github.com/twitter/the-algorithm-ml
bytedance/trae-agent,10452,1105,Python,2025-06-13T12:05:15Z,main,10001+,https://github.com/bytedance/trae-agent
karpathy/minbpe,10252,993,Python,2024-02-16T16:18:15Z,master,10001+,https://github.com/karpathy/minbpe
iam-veeramalla/aws-devops-zero-to-hero,10211,13837,Python,2023-06-19T06:13:08Z,main,10001+,https://github.com/iam-veeramalla/aws-devops-zero-to-hero
microsoft/agent-lightning,10115,820,Python,2025-06-18T07:28:45Z,main,10001+,https://github.com/microsoft/agent-lightning
langchain-ai/open_deep_research,10114,1474,Python,2024-11-20T17:37:22Z,main,10001+,https://github.com/langchain-ai/open_deep_research
OthersideAI/self-operating-computer,10076,1392,Python,2023-11-04T03:13:45Z,main,10001+,https://github.com/OthersideAI/self-operating-computer
google/magika,10001,479,Python,2023-08-22T09:36:55Z,main,10001+,https://github.com/google/magika
qodo-ai/pr-agent,9765,1232,Python,2023-07-05T21:02:15Z,main,1001-10000,https://github.com/qodo-ai/pr-agent
TEN-framework/ten-framework,9614,1123,Python,2024-06-19T14:26:15Z,main,1001-10000,https://github.com/TEN-framework/ten-framework
WongKinYiu/yolov9,9461,1607,Python,2024-02-18T10:09:29Z,main,1001-10000,https://github.com/WongKinYiu/yolov9
QuentinFuxa/WhisperLiveKit,9409,928,Python,2024-12-19T10:49:09Z,main,1001-10000,https://github.com/QuentinFuxa/WhisperLiveKit
FMInference/FlexLLMGen,9383,588,Python,2023-02-15T21:18:53Z,main,1001-10000,https://github.com/FMInference/FlexLLMGen
KoljaB/RealtimeSTT,9292,789,Python,2023-08-29T17:58:28Z,master,1001-10000,https://github.com/KoljaB/RealtimeSTT
kyutai-labs/moshi,9246,841,Python,2024-08-07T08:09:08Z,main,1001-10000,https://github.com/kyutai-labs/moshi
vikhyat/moondream,9180,713,Python,2023-12-29T00:27:18Z,main,1001-10000,https://github.com/vikhyat/moondream
polarsource/polar,8975,614,Python,2023-01-26T10:04:27Z,main,1001-10000,https://github.com/polarsource/polar
facebookresearch/ImageBind,8931,838,Python,2023-03-23T15:52:47Z,main,1001-10000,https://github.com/facebookresearch/ImageBind
jianchang512/clone-voice,8877,978,Python,2023-11-19T16:29:06Z,main,1001-10000,https://github.com/jianchang512/clone-voice
oumi-ai/oumi,8815,694,Python,2024-05-07T17:45:15Z,main,1001-10000,https://github.com/oumi-ai/oumi
Anionex/banana-slides,8775,954,Python,2025-11-29T17:37:26Z,main,1001-10000,https://github.com/Anionex/banana-slides
OpenRLHF/OpenRLHF,8734,844,Python,2023-07-30T02:20:13Z,main,1001-10000,https://github.com/OpenRLHF/OpenRLHF
apple/ml-ferret,8675,517,Python,2023-10-06T21:39:03Z,main,1001-10000,https://github.com/apple/ml-ferret
Tongyi-MAI/Z-Image,8640,512,Python,2025-11-26T09:18:10Z,main,1001-10000,https://github.com/Tongyi-MAI/Z-Image
langchain-ai/local-deep-researcher,8448,887,Python,2024-12-04T23:57:20Z,main,1001-10000,https://github.com/langchain-ai/local-deep-researcher
bytedance/Dolphin,8433,711,Python,2025-05-13T09:20:19Z,master,1001-10000,https://github.com/bytedance/Dolphin
D4Vinci/Scrapling,8416,483,Python,2024-10-13T20:29:53Z,main,1001-10000,https://github.com/D4Vinci/Scrapling
lllyasviel/IC-Light,8334,524,Python,2024-05-07T13:26:05Z,main,1001-10000,https://github.com/lllyasviel/IC-Light
xinnan-tech/xiaozhi-esp32-server,8168,2798,Python,2025-02-02T14:25:16Z,main,1001-10000,https://github.com/xinnan-tech/xiaozhi-esp32-server
davidkimai/Context-Engineering,8131,919,Python,2025-06-29T00:16:36Z,main,1001-10000,https://github.com/davidkimai/Context-Engineering
yichuan-w/LEANN,8114,733,Python,2025-06-09T06:52:59Z,main,1001-10000,https://github.com/yichuan-w/LEANN
