full_name,stars,forks,language,created_at,default_branch,bucket_label,html_url
HaochenZ11/VLA-3D,99,5,Python,2024-06-03T21:43:55Z,main,10-100,https://github.com/HaochenZ11/VLA-3D
SafelineMan/Agentic-SOC-Simulation,99,20,Python,2025-12-28T14:06:50Z,main,10-100,https://github.com/SafelineMan/Agentic-SOC-Simulation
OliverRensu/D-iGPT,98,7,Python,2023-12-04T17:36:08Z,main,10-100,https://github.com/OliverRensu/D-iGPT
hppRC/llm-lora-classification,98,6,Python,2023-07-17T03:43:51Z,main,10-100,https://github.com/hppRC/llm-lora-classification
Wookhq/Lution,98,10,Python,2025-05-26T11:41:39Z,latest,10-100,https://github.com/Wookhq/Lution
assembler3d/assembler3d,98,3,Python,2025-06-22T16:52:56Z,main,10-100,https://github.com/assembler3d/assembler3d
FlyAIBox/mcp-in-action,98,36,Python,2025-04-27T03:01:05Z,main,10-100,https://github.com/FlyAIBox/mcp-in-action
chenyiqun/MMOA-RAG,98,7,Python,2025-01-21T14:16:14Z,main,10-100,https://github.com/chenyiqun/MMOA-RAG
OpenGVLab/Mono-InternVL,98,0,Python,2025-03-11T15:32:33Z,main,10-100,https://github.com/OpenGVLab/Mono-InternVL
coleygroup/DiffMS,98,20,Python,2025-02-13T17:02:36Z,master,10-100,https://github.com/coleygroup/DiffMS
yzqin/dexpoint-release,98,12,Python,2023-04-10T17:20:13Z,main,10-100,https://github.com/yzqin/dexpoint-release
Karabosithole/Sudoku,98,0,Python,2024-10-20T09:57:41Z,main,10-100,https://github.com/Karabosithole/Sudoku
joeljang/ELM,98,7,Python,2023-02-02T03:06:16Z,main,10-100,https://github.com/joeljang/ELM
tonykipkemboi/streamlit-replicate-img-app,98,246,Python,2023-07-31T21:03:57Z,main,10-100,https://github.com/tonykipkemboi/streamlit-replicate-img-app
N00Bception/AI-CryptoTrader,98,29,Python,2023-03-24T11:52:33Z,main,10-100,https://github.com/N00Bception/AI-CryptoTrader
Roblox/voice-safety-classifier,98,3,Python,2024-02-15T21:37:59Z,main,10-100,https://github.com/Roblox/voice-safety-classifier
mainsail-crew/spyglass,98,22,Python,2023-01-17T20:54:30Z,main,10-100,https://github.com/mainsail-crew/spyglass
EmbraceAGI/AutoNetGen,98,9,Python,2023-10-15T01:54:52Z,main,10-100,https://github.com/EmbraceAGI/AutoNetGen
mprajyothreddy/brainkernel,98,2,Python,2025-12-30T16:23:06Z,main,10-100,https://github.com/mprajyothreddy/brainkernel
mmathew23/improved_edm,98,5,Python,2023-12-08T16:23:47Z,main,10-100,https://github.com/mmathew23/improved_edm
gkamradt/SnakeBench,98,15,Python,2025-02-05T04:45:42Z,main,10-100,https://github.com/gkamradt/SnakeBench
xiaoming-sun6/sw2urdf_ros2,98,16,Python,2023-03-02T13:05:54Z,master,10-100,https://github.com/xiaoming-sun6/sw2urdf_ros2
dropreg/efficient_alpaca,98,9,Python,2023-03-14T14:10:44Z,main,10-100,https://github.com/dropreg/efficient_alpaca
WALTERXO/telegram-grabber,98,39,Python,2023-05-08T15:04:48Z,main,10-100,https://github.com/WALTERXO/telegram-grabber
purplemashu/me-cli,98,190,Python,2025-09-07T09:16:20Z,main,10-100,https://github.com/purplemashu/me-cli
HemantKArya/Melodfy,98,10,Python,2024-03-01T06:49:40Z,main,10-100,https://github.com/HemantKArya/Melodfy
Alrash/TimesURL,98,12,Python,2024-02-02T12:32:27Z,main,10-100,https://github.com/Alrash/TimesURL
ffmemes/ff-backend,98,12,Python,2023-12-23T12:55:43Z,production,10-100,https://github.com/ffmemes/ff-backend
agarnung/awesome-3d-point-cloud-denoising,98,2,Python,2024-12-20T20:17:01Z,main,10-100,https://github.com/agarnung/awesome-3d-point-cloud-denoising
CoinCheung/gdGPT,98,10,Python,2023-06-24T08:51:11Z,master,10-100,https://github.com/CoinCheung/gdGPT
MCG-NJU/LinK,98,4,Python,2023-03-26T01:54:10Z,main,10-100,https://github.com/MCG-NJU/LinK
uwidev/sd_extension-prompt_formatter,96,8,Python,2023-04-23T22:13:45Z,main,10-100,https://github.com/uwidev/sd_extension-prompt_formatter
Nixtla/utilsforecast,96,15,Python,2023-08-17T22:37:47Z,main,10-100,https://github.com/Nixtla/utilsforecast
Shimmer93/MPCount,96,8,Python,2024-03-09T07:49:20Z,main,10-100,https://github.com/Shimmer93/MPCount
AIGeeksGroup/Nav-R1,96,0,Python,2025-08-28T11:59:31Z,main,10-100,https://github.com/AIGeeksGroup/Nav-R1
Polylanger/MetaCSE,96,33,Python,2025-05-14T12:08:59Z,master,10-100,https://github.com/Polylanger/MetaCSE
lyccyl1/BIT-AI,96,4,Python,2023-10-09T15:18:29Z,main,10-100,https://github.com/lyccyl1/BIT-AI
Dr-Setsuna/LitPyWeb,96,34,Python,2025-05-14T12:09:57Z,main,10-100,https://github.com/Dr-Setsuna/LitPyWeb
Aesthisia/LLMinator,96,19,Python,2024-03-28T13:56:14Z,main,10-100,https://github.com/Aesthisia/LLMinator
yolain/ComfyUI-Easy-Sam3,96,6,Python,2025-11-21T15:58:44Z,main,10-100,https://github.com/yolain/ComfyUI-Easy-Sam3
nkapila6/mcp-local-rag,96,19,Python,2025-03-13T09:20:19Z,main,10-100,https://github.com/nkapila6/mcp-local-rag
messkan/rag-chunk,96,5,Python,2025-11-15T01:12:09Z,main,10-100,https://github.com/messkan/rag-chunk
ninehills/llm-playground,96,10,Python,2023-04-14T04:50:08Z,main,10-100,https://github.com/ninehills/llm-playground
shrimo/SLAMBox,96,14,Python,2023-10-18T14:11:43Z,main,10-100,https://github.com/shrimo/SLAMBox
echohive42/deepdeek-r1-experiments,96,16,Python,2025-01-20T23:42:44Z,main,10-100,https://github.com/echohive42/deepdeek-r1-experiments
PoemMisty/Netlib-Keep-Alive,96,152,Python,2025-11-02T13:07:19Z,main,10-100,https://github.com/PoemMisty/Netlib-Keep-Alive
tooyipjee/ollamacode_cli,96,15,Python,2025-07-30T20:42:16Z,main,10-100,https://github.com/tooyipjee/ollamacode_cli
XpycT/MagicPrompt,96,16,Python,2023-03-01T19:43:52Z,master,10-100,https://github.com/XpycT/MagicPrompt
city-super/V3DG,96,8,Python,2025-05-09T07:43:32Z,main,10-100,https://github.com/city-super/V3DG
kalfasyan/desto,96,3,Python,2025-05-10T06:32:28Z,main,10-100,https://github.com/kalfasyan/desto
jags111/ComfyUI_Jags_Audiotools,96,7,Python,2023-11-28T09:09:59Z,main,10-100,https://github.com/jags111/ComfyUI_Jags_Audiotools
pippinlovesyou/pippin-lite,96,10,Python,2025-01-22T08:10:12Z,main,10-100,https://github.com/pippinlovesyou/pippin-lite
algorandfoundation/puya,96,29,Python,2023-12-01T12:02:35Z,main,10-100,https://github.com/algorandfoundation/puya
sinsinology/CVE-2023-34039,96,31,Python,2023-09-01T16:17:10Z,main,10-100,https://github.com/sinsinology/CVE-2023-34039
AI-Engineer-Skool/booktutor-ai,96,30,Python,2024-12-25T16:33:51Z,main,10-100,https://github.com/AI-Engineer-Skool/booktutor-ai
FusionBrainLab/gigaevo-core,96,12,Python,2025-11-17T11:05:28Z,main,10-100,https://github.com/FusionBrainLab/gigaevo-core
ArtBot2023/CharacterFaceSwap,96,12,Python,2023-09-05T02:36:57Z,main,10-100,https://github.com/ArtBot2023/CharacterFaceSwap
SY-Xuan/Pink,96,5,Python,2023-09-18T03:06:27Z,main,10-100,https://github.com/SY-Xuan/Pink
knelk/enerf,96,7,Python,2023-01-04T09:26:26Z,main,10-100,https://github.com/knelk/enerf
rlite-project/RLite,96,2,Python,2025-04-30T08:39:35Z,main,10-100,https://github.com/rlite-project/RLite
HillZhang1999/NaSGEC,96,8,Python,2023-05-13T07:22:49Z,main,10-100,https://github.com/HillZhang1999/NaSGEC
D-Robotics-AI-Lab/DOSOD,96,6,Python,2024-12-18T09:21:49Z,main,10-100,https://github.com/D-Robotics-AI-Lab/DOSOD
mc-lan/ClearCLIP,96,7,Python,2024-07-17T09:23:25Z,main,10-100,https://github.com/mc-lan/ClearCLIP
LeapLabTHU/Segment3D,96,9,Python,2023-12-27T13:49:29Z,main,10-100,https://github.com/LeapLabTHU/Segment3D
richard-peng-xia/RULE,96,4,Python,2024-06-16T13:59:13Z,main,10-100,https://github.com/richard-peng-xia/RULE
CSHaitao/SAILER,96,10,Python,2023-04-06T14:47:14Z,main,10-100,https://github.com/CSHaitao/SAILER
oriyor/reasoning-on-cots,96,12,Python,2023-04-20T19:56:16Z,master,10-100,https://github.com/oriyor/reasoning-on-cots
nicknochnack/WatsonxCrewAI,96,34,Python,2024-04-26T04:38:59Z,main,10-100,https://github.com/nicknochnack/WatsonxCrewAI
Xientraa/The-Sims-Resource-Downloader,96,17,Python,2023-01-31T17:56:35Z,master,10-100,https://github.com/Xientraa/The-Sims-Resource-Downloader
DSL-Lab/MoFlow,96,4,Python,2025-03-05T05:47:43Z,main,10-100,https://github.com/DSL-Lab/MoFlow
vb000/SemanticHearing,96,18,Python,2023-10-30T05:36:07Z,main,10-100,https://github.com/vb000/SemanticHearing
zzc-1998/Q-SiT,96,2,Python,2025-03-12T07:23:57Z,main,10-100,https://github.com/zzc-1998/Q-SiT
NVIDIA-AI-IOT/whisper_trt,96,15,Python,2024-05-21T20:02:45Z,main,10-100,https://github.com/NVIDIA-AI-IOT/whisper_trt
mecarill/2pcnet,96,23,Python,2023-03-02T08:09:43Z,master,10-100,https://github.com/mecarill/2pcnet
offerrall/FuncToGUI,96,2,Python,2025-01-03T15:34:24Z,main,10-100,https://github.com/offerrall/FuncToGUI
deepmodeling/DeePTB,96,26,Python,2023-07-11T03:19:42Z,main,10-100,https://github.com/deepmodeling/DeePTB
Future-House/LAB-Bench,96,12,Python,2024-07-13T02:51:16Z,main,10-100,https://github.com/Future-House/LAB-Bench
yangluo7/CAME,96,10,Python,2023-07-20T13:28:45Z,master,10-100,https://github.com/yangluo7/CAME
yuanmaoxun/C2Former,96,4,Python,2023-06-09T05:12:26Z,main,10-100,https://github.com/yuanmaoxun/C2Former
microsoft/BIPIA,96,11,Python,2024-01-04T11:47:59Z,main,10-100,https://github.com/microsoft/BIPIA
trevor-nichols/agentrules-architect,96,14,Python,2024-11-30T19:47:45Z,main,10-100,https://github.com/trevor-nichols/agentrules-architect
Alan-Cha/silhouette-card-maker,96,33,Python,2025-03-23T19:31:21Z,main,10-100,https://github.com/Alan-Cha/silhouette-card-maker
pronopython/rugivi,96,5,Python,2023-04-01T19:31:34Z,main,10-100,https://github.com/pronopython/rugivi
fraunhoferhhi/cgs-gan,96,8,Python,2025-05-26T09:15:08Z,main,10-100,https://github.com/fraunhoferhhi/cgs-gan
KaiChen1998/GeoDiffusion,96,7,Python,2023-11-05T03:16:03Z,main,10-100,https://github.com/KaiChen1998/GeoDiffusion
lisadunlap/StringSight,96,0,Python,2025-11-04T00:20:09Z,main,10-100,https://github.com/lisadunlap/StringSight
OSU-NLP-Group/Mind2Web-2,96,7,Python,2025-06-08T21:27:00Z,main,10-100,https://github.com/OSU-NLP-Group/Mind2Web-2
RedSiege/Chromatophore,96,13,Python,2024-03-18T21:58:25Z,main,10-100,https://github.com/RedSiege/Chromatophore
kfirtoledo/multi-mcp,96,25,Python,2025-03-30T16:02:11Z,main,10-100,https://github.com/kfirtoledo/multi-mcp
nexuslrf/composition_rendering,96,5,Python,2025-09-01T19:46:24Z,main,10-100,https://github.com/nexuslrf/composition_rendering
bighammer-link/Common-scripts,96,27,Python,2023-01-20T08:05:15Z,main,10-100,https://github.com/bighammer-link/Common-scripts
hisfog/SfMNeXt-Impl,96,14,Python,2023-08-02T12:59:30Z,main,10-100,https://github.com/hisfog/SfMNeXt-Impl
omkaark/simple-federated-learning,96,7,Python,2024-04-06T06:18:21Z,main,10-100,https://github.com/omkaark/simple-federated-learning
tiebarandomuser/vtuberguildqueue,96,31,Python,2023-06-17T00:30:10Z,main,10-100,https://github.com/tiebarandomuser/vtuberguildqueue
lus6-Jenny/RINGSharp,95,3,Python,2025-01-18T02:52:31Z,main,10-100,https://github.com/lus6-Jenny/RINGSharp
TBice123123/langchain-dev-utils,95,7,Python,2025-09-05T09:13:59Z,master,10-100,https://github.com/TBice123123/langchain-dev-utils
microsoft/Table-GPT,95,10,Python,2024-02-07T06:13:12Z,main,10-100,https://github.com/microsoft/Table-GPT
bcgsc/ntSynt,95,2,Python,2023-06-14T23:25:45Z,main,10-100,https://github.com/bcgsc/ntSynt
uniaudio666/UniAudio,95,9,Python,2023-09-28T14:26:56Z,master,10-100,https://github.com/uniaudio666/UniAudio
0xAIDR/AIDR-Bastion,95,8,Python,2025-09-18T07:49:18Z,main,10-100,https://github.com/0xAIDR/AIDR-Bastion
Kali-Hac/TranSG,95,4,Python,2023-03-07T07:47:56Z,main,10-100,https://github.com/Kali-Hac/TranSG
vt-le/Video-Anomaly-Detection,95,9,Python,2024-12-07T03:43:13Z,main,10-100,https://github.com/vt-le/Video-Anomaly-Detection
jacksonwoody/pyrithmic,95,22,Python,2023-08-29T13:24:05Z,main,10-100,https://github.com/jacksonwoody/pyrithmic
mangooer/mysql-mcp-server-sse,95,29,Python,2025-03-26T02:27:15Z,main,10-100,https://github.com/mangooer/mysql-mcp-server-sse
tweag/python-monorepo-example,95,17,Python,2023-02-28T16:57:27Z,main,10-100,https://github.com/tweag/python-monorepo-example
SunzeY/Bootstrap3D,95,3,Python,2024-05-18T12:10:01Z,main,10-100,https://github.com/SunzeY/Bootstrap3D
gensyn-ai/blockassist,95,41,Python,2025-08-06T14:12:59Z,main,10-100,https://github.com/gensyn-ai/blockassist
Parskatt/micro-bundle-adjustment,95,10,Python,2023-02-09T12:02:04Z,main,10-100,https://github.com/Parskatt/micro-bundle-adjustment
YouthLearning/TeenStudy,95,4,Python,2023-03-01T02:39:10Z,main,10-100,https://github.com/YouthLearning/TeenStudy
Theo-SAMINADIN-td/NukeSamurai,95,8,Python,2024-12-14T16:19:00Z,main,10-100,https://github.com/Theo-SAMINADIN-td/NukeSamurai
HaxyMoly/Vicuna-LangChain,95,13,Python,2023-04-26T07:21:58Z,main,10-100,https://github.com/HaxyMoly/Vicuna-LangChain
Haoming02/All-in-One-Stable-Diffusion-Guide,95,8,Python,2023-03-29T02:34:29Z,main,10-100,https://github.com/Haoming02/All-in-One-Stable-Diffusion-Guide
mkang315/RCS-YOLO,95,15,Python,2023-05-26T02:05:04Z,main,10-100,https://github.com/mkang315/RCS-YOLO
MrSupW/ContextASR-Bench,95,2,Python,2025-07-09T03:14:48Z,main,10-100,https://github.com/MrSupW/ContextASR-Bench
ObservedObserver/noteGPT,95,9,Python,2024-05-27T05:00:57Z,main,10-100,https://github.com/ObservedObserver/noteGPT
mdapena/pyventus,95,5,Python,2023-11-05T17:13:50Z,master,10-100,https://github.com/mdapena/pyventus
landandair/RNS_Over_Meshtastic,95,7,Python,2024-12-24T20:00:08Z,main,10-100,https://github.com/landandair/RNS_Over_Meshtastic
fandango-fuzzer/fandango,95,11,Python,2024-08-16T18:17:32Z,main,10-100,https://github.com/fandango-fuzzer/fandango
langchain-ai/kork,95,14,Python,2023-05-04T18:41:36Z,main,10-100,https://github.com/langchain-ai/kork
l1xnan/merge-pdf-book,95,15,Python,2023-07-14T02:25:30Z,master,10-100,https://github.com/l1xnan/merge-pdf-book
seatedro/arxival,95,7,Python,2025-01-03T16:41:17Z,master,10-100,https://github.com/seatedro/arxival
MAOGE555/shuidi,95,10,Python,2025-05-16T07:26:11Z,main,10-100,https://github.com/MAOGE555/shuidi
sail-sg/sailcraft,95,11,Python,2024-04-04T01:06:31Z,main,10-100,https://github.com/sail-sg/sailcraft
shawnxie94/chinese-weekly-hub,95,2,Python,2025-02-28T07:40:41Z,main,10-100,https://github.com/shawnxie94/chinese-weekly-hub
Moeary/CosyVoiceDesktop,95,5,Python,2025-10-06T11:18:44Z,main,10-100,https://github.com/Moeary/CosyVoiceDesktop
iibob/WechatWindowsVersionHistory,95,7,Python,2025-04-08T02:41:10Z,main,10-100,https://github.com/iibob/WechatWindowsVersionHistory
safakatakancelik/TalkWithYourFiles,95,11,Python,2023-05-09T13:07:10Z,main,10-100,https://github.com/safakatakancelik/TalkWithYourFiles
tyang816/MedChatZH,95,7,Python,2023-06-20T12:59:24Z,main,10-100,https://github.com/tyang816/MedChatZH
IRMVLab/DVLO,95,11,Python,2024-07-02T01:22:38Z,main,10-100,https://github.com/IRMVLab/DVLO
Abhi5h3k/PrivateDocBot,95,22,Python,2023-08-13T17:09:02Z,main,10-100,https://github.com/Abhi5h3k/PrivateDocBot
gkamradt/SemanticDeduplicator,95,11,Python,2023-08-18T23:36:36Z,main,10-100,https://github.com/gkamradt/SemanticDeduplicator
